:START_ID|Source|:END_ID|Status|Phenotype_Mapping_Method|:TYPE
MIM:615065|OMIM|MIM:605896||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615226|OMIM|MIM:194648|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607004p|OMIM|MIM:607004||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:130900|OMIM|MIM:611927||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618282|OMIM|MIM:618269||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601942|OMIM|MIM:147730|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300972|OMIM|MIM:300197||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300221p|OMIM|MIM:300221|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:272430|OMIM|MIM:604237||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600132|OMIM|MIM:602280||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618228|OMIM|MIM:602985||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:602089|OMIM|MIM:136352|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607277|OMIM|MIM:604687|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609893p|OMIM|MIM:609893||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:616249|OMIM|MIM:114182||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611162|OMIM|MIM:120620|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616357|OMIM|MIM:123740||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:166220|OMIM|MIM:120150||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300291|OMIM|MIM:300248||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:603013|OMIM|MIM:142445|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder placed by association. Underlying defect unknown.|caused_by_gene
MIM:134610|OMIM|MIM:608107||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614431|OMIM|MIM:602937||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300029|OMIM|MIM:312610||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613076|OMIM|MIM:600924||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:100800|OMIM|MIM:134934||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300100|OMIM|MIM:300371||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614944|OMIM|MIM:614925||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612649|OMIM|MIM:612647||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608404|OMIM|MIM:173510||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612007p|OMIM|MIM:612007|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:267010|OMIM|MIM:608002||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:188830p|OMIM|MIM:188830||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:269400|OMIM|MIM:605158||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616795|OMIM|MIM:604065||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618632|OMIM|MIM:606351|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114550|OMIM|MIM:171834||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300807|OMIM|MIM:300746||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617182|OMIM|MIM:604447||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607258p|OMIM|MIM:607258||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:604805|OMIM|MIM:603183||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615184|OMIM|MIM:123590||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:260350|OMIM|MIM:190070||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614091|OMIM|MIM:613602||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:201470|OMIM|MIM:606885||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:230600|OMIM|MIM:611458||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613985|OMIM|MIM:141900||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614707|OMIM|MIM:607882||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609428p|OMIM|MIM:609428||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:181405|OMIM|MIM:605427||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607932|OMIM|MIM:112262||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:307150p|OMIM|MIM:307150||Contiguous gene deletion or duplication syndrome. Multiple genes are deleted or duplicated.|caused_by_gene
MIM:608345p|OMIM|MIM:608345||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:616059|OMIM|MIM:610565|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614889|OMIM|MIM:147569||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:232600|OMIM|MIM:608455||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614869|OMIM|MIM:605564||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614592|OMIM|MIM:176943||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300990|OMIM|MIM:300195||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619271|OMIM|MIM:173470||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:270685|OMIM|MIM:606158||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:604091|OMIM|MIM:600046||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614487|OMIM|MIM:604581||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615127|OMIM|MIM:613373|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:276700|OMIM|MIM:613871||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613087|OMIM|MIM:606742||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600882|OMIM|MIM:602298||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613988|OMIM|MIM:612661||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617591|OMIM|MIM:177045|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617961|OMIM|MIM:607166|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616298|OMIM|MIM:609631||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:133180|OMIM|MIM:190151|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114480|OMIM|MIM:190070|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:125853|OMIM|MIM:602228|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:105150|OMIM|MIM:604312||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614613|OMIM|MIM:600129||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619386|OMIM|MIM:603485||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300519p|OMIM|MIM:300519||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:619155|OMIM|MIM:605551||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614714|OMIM|MIM:603236||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:243800|OMIM|MIM:605981||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614594|OMIM|MIM:607066||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618310|OMIM|MIM:604179|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613808|OMIM|MIM:613799||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611891p|OMIM|MIM:611891|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:300539|OMIM|MIM:300538||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613834|OMIM|MIM:102620||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:303700|OMIM|MIM:300821||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614673|OMIM|MIM:611423||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616568|OMIM|MIM:606478|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:128200|OMIM|MIM:614386||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609070|OMIM|MIM:606425|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615696|OMIM|MIM:615618||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600332p|OMIM|MIM:600332||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:608970p|OMIM|MIM:608970||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:300372p|OMIM|MIM:300372||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:618885|OMIM|MIM:602274||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616489|OMIM|MIM:147470||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615249|OMIM|MIM:615247||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300280|OMIM|MIM:300163|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619648|OMIM|MIM:611514||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:122100|OMIM|MIM:601687||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614081|OMIM|MIM:140100|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617193|OMIM|MIM:604649||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:302801p|OMIM|MIM:302801||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:607483|OMIM|MIM:606152||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617281|OMIM|MIM:617278||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:140350|OMIM|MIM:609695||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:104300|OMIM|MIM:163729|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:610504|OMIM|MIM:600943|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616400|OMIM|MIM:607066|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617595|OMIM|MIM:604604|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:162210|OMIM|MIM:613113||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613641|OMIM|MIM:601421|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:208250|OMIM|MIM:604283||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:268210|OMIM|MIM:602631||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614203|OMIM|MIM:601501|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:125420|OMIM|MIM:125485||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618419|OMIM|MIM:615902||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:214450|OMIM|MIM:160777||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609918p|OMIM|MIM:609918||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:615287|OMIM|MIM:605517||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:136140|OMIM|MIM:611421||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617954|OMIM|MIM:603131||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:604250|OMIM|MIM:604720||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613728|OMIM|MIM:613726||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607475|OMIM|MIM:180090||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:312920|OMIM|MIM:300401||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619150|OMIM|MIM:602658||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613463|OMIM|MIM:600842|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:208530|OMIM|MIM:602880||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616502|OMIM|MIM:613360||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600060|OMIM|MIM:276903||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601536|OMIM|MIM:142955||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614378|OMIM|MIM:608151|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613150|OMIM|MIM:607439||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600204|OMIM|MIM:120260||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:189990p|OMIM|MIM:189990|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609307|OMIM|MIM:601515||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600794|OMIM|MIM:600287||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609260|OMIM|MIM:608507||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618180|OMIM|MIM:612920||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613135|OMIM|MIM:126455||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601492|OMIM|MIM:607071|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114500|OMIM|MIM:600079|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:164750p|OMIM|MIM:164750||Contiguous gene deletion or duplication syndrome. Multiple genes are deleted or duplicated.|caused_by_gene
MIM:613810|OMIM|MIM:180071||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615438|OMIM|MIM:151350|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615985|OMIM|MIM:608132||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:200100|OMIM|MIM:157147||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617822|OMIM|MIM:611565||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619281|OMIM|MIM:602839||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616580|OMIM|MIM:600712||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618659|OMIM|MIM:607159||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617052|OMIM|MIM:617048||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:603278|OMIM|MIM:604638||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617480|OMIM|MIM:184757||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617408|OMIM|MIM:607526|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:605225p|OMIM|MIM:605225|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:190685|OMIM|MIM:305371||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607655|OMIM|MIM:125647||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614209|OMIM|MIM:614144|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617808|OMIM|MIM:609539||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300799|OMIM|MIM:300646||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:115430|OMIM|MIM:176300||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615356|OMIM|MIM:614138||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616113|OMIM|MIM:612186|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601626|OMIM|MIM:137295||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614826p|OMIM|MIM:614826||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:617936|OMIM|MIM:177400|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615758|OMIM|MIM:153390|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:133239|OMIM|MIM:190182||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601777|OMIM|MIM:600179||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618013|OMIM|MIM:612959|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619065|OMIM|MIM:603833|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:181450|OMIM|MIM:601621||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616462|OMIM|MIM:616404||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618697|OMIM|MIM:180069||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617916|OMIM|MIM:614825|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619435|OMIM|MIM:608383||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617592|OMIM|MIM:617558||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:600131p|OMIM|MIM:600131||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:244200|OMIM|MIM:607123||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:313000p|OMIM|MIM:313000||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:301022|OMIM|MIM:300826||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:256800|OMIM|MIM:191315||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614122|OMIM|MIM:600031|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614924|OMIM|MIM:612799||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:602271|OMIM|MIM:603191||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607508p|OMIM|MIM:607508|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:300896|OMIM|MIM:314375||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:243605|OMIM|MIM:600236||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:174900|OMIM|MIM:601299||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614583|OMIM|MIM:102560||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613830|OMIM|MIM:603617||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:173900|OMIM|MIM:601313||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612736|OMIM|MIM:601240||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:613722|OMIM|MIM:607120||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619183|OMIM|MIM:609702|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:605432|OMIM|MIM:142958||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:605552p|OMIM|MIM:605552||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:618354|OMIM|MIM:176915||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:259710|OMIM|MIM:602642||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:220110|OMIM|MIM:185620||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619042|OMIM|MIM:600287||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615548|OMIM|MIM:604385||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615842|OMIM|MIM:614312|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615802|OMIM|MIM:611655||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618266|OMIM|MIM:609855||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619269|OMIM|MIM:613455|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:202010|OMIM|MIM:610613||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612579p|OMIM|MIM:612579|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:614588p|OMIM|MIM:614588||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:131240p|OMIM|MIM:131240|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609954p|OMIM|MIM:609954|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:609533|OMIM|MIM:605514||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609054|OMIM|MIM:605882||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609286|OMIM|MIM:606075||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:604201p|OMIM|MIM:604201|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:613985|OMIM|MIM:152424||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616099|OMIM|MIM:614610||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608567|OMIM|MIM:600163||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:614872|OMIM|MIM:608666||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:607078|OMIM|MIM:602109||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615656p|OMIM|MIM:615656||Contiguous gene deletion or duplication syndrome. Multiple genes are deleted or duplicated.|caused_by_gene
MIM:612369p|OMIM|MIM:612369|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:606668p|OMIM|MIM:606668|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:613953|OMIM|MIM:605461||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619595|OMIM|MIM:611421||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:149700|OMIM|MIM:603491|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:114500|OMIM|MIM:603028|Mutation contributing to susceptibility to multifactorial disorders or infection. Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606243|OMIM|MIM:606236||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608807|OMIM|MIM:188840||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601144|OMIM|MIM:600163||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612310|OMIM|MIM:608697||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:210750|OMIM|MIM:609840|Non-disease. Genetic variation leading to abnormal lab test values.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:615617|OMIM|MIM:186790||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:300752|OMIM|MIM:301300||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:190100p|OMIM|MIM:190100||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:141200|OMIM|MIM:120070||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617807|OMIM|MIM:604198||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:190330|OMIM|MIM:165190||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612657|OMIM|MIM:604365||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609016|OMIM|MIM:600890||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619175|OMIM|MIM:176847||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606661p|OMIM|MIM:606661|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:617014|OMIM|MIM:138971||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618373|OMIM|MIM:607955|Unconfirmed or possibly spurrious mapping.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:145600|OMIM|MIM:180901|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612460|OMIM|MIM:610966|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:609821|OMIM|MIM:600515||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:617760|OMIM|MIM:609479||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:611721|OMIM|MIM:176801||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:619188|OMIM|MIM:616213||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:616185|OMIM|MIM:610098||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:254500|OMIM|MIM:601837|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:311070|OMIM|MIM:311850||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:108500|OMIM|MIM:601011||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618826|OMIM|MIM:608581||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:608175|OMIM|MIM:610931|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:618760|OMIM|MIM:185881||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601675|OMIM|MIM:126340||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:601626|OMIM|MIM:164920||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:612354p|OMIM|MIM:612354|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:256100|OMIM|MIM:607100||Disorder has known molecular basis. Mutation found.|caused_by_gene
MIM:606012p|OMIM|MIM:606012||Disorder placed by linkage. No mutation found.|caused_by_gene
MIM:603388p|OMIM|MIM:603388|Mutation contributing to susceptibility to multifactorial disorders or infection.|Disorder placed by linkage. No mutation found.|caused_by_gene
